config,query_id,query,n_relevant,pool_size,retrieved_top10,n_relevant_in_pool,MRR@5,Recall@5,Recall@10,time_s
b800_hybrid_reranker,10,"How can AI systems assist in peer review, quality assessment, and research impact evaluation of scholarly work?",13,434,28c28192dfdea806f7b4a4b4c1dbeebf1ed4e400; 36ce12cadada7523bcce7edb4a704eba08baa520; 9f3ae8055e227edb413c54417c9c216f1f554f52; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; fd2a6a44c39e0c8e7835017634a1d0e31c5d00ca; d892b1335ad37c4773f98e8282b73d1460a9f2bf; c919f252e1d23638ba6a420bc7d222d07bfabd38; 1cdbb922dcc977100e381a5debedb37994d27363; 2f586042d52af9fd9986d8e087665a96187aa8e7; ce1715982ba4ae45ed235e11142238485b0db9fe,7,1.0,0.3846,0.5385,21.28
b800_hybrid_freq,1,How do graph-based and multi-step retrieval methods enhance retrieval-augmented generation systems?,18,367,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 4288209eea487e03394cd52e6f5f72bc61dcad9d; 40252c9440ca7450f5a15156d2116fc3981127f2; f704d289a3a1075ded47e554f2dc08466dd64107; 686d9ee744fa013cc21cdd86acd864c936e9e456; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 680824bef5d6f98d669c49246363f0894a678e3b,9,0.25,0.1111,0.1667,7.3
b800_hybrid_freq,2,How are knowledge graphs constructed and applied to organize scholarly and scientific information?,19,412,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 686d9ee744fa013cc21cdd86acd864c936e9e456; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 4288209eea487e03394cd52e6f5f72bc61dcad9d; 3c6978ed377ace2b921748f40b0d7431ebbfeb7c; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; d331de3b6bebb0f9af1fddf1b730ec057a7026d4; a60f8498e85f01ec72120c153aa92387f8841a31,15,0.0,0.0,0.1579,7.57
b800_hybrid_freq,3,What methods are used for automated information extraction from scientific and biomedical text?,17,401,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 686d9ee744fa013cc21cdd86acd864c936e9e456; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 615fdae376617e47cd717ad6e06460f0580f3f7c; 6c00a148c6fd1e226500751bebfeb08abe856f73; b4076046f55b8005d82489728df5ea24ffcd0281; a60f8498e85f01ec72120c153aa92387f8841a31,12,0.3333,0.1176,0.1176,6.27
b800_hybrid_freq,4,How can NLP tools support researchers in conducting systematic literature reviews and evidence synthesis?,17,386,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 686d9ee744fa013cc21cdd86acd864c936e9e456; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; ab6cbeca003b8bc0b7d78f68d5697f51a144a488; b73695187fd89968150c894b036d0017e75c17d6; 2ee693e08a9409282c4aabeaa6cb267d352aa73b; 2d7d78b95c48b09359fd86ab0108328d69101719; 3835abf96c37770d7ca3bc3a29fe1db728715716,8,0.0,0.0,0.0588,5.38
b800_hybrid_freq,5,What bibliometric and citation analysis methods reveal research trends and collaboration patterns?,19,412,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 686d9ee744fa013cc21cdd86acd864c936e9e456; 0d71f55abe06761b3a44fd4b667f93d7287c602b; e11c67919830bb0a29a86b05936d467227accc81; b73695187fd89968150c894b036d0017e75c17d6; 2ee693e08a9409282c4aabeaa6cb267d352aa73b; 890b62dac4d8f511b6ba15fcf995662a93e0cd88; ab6cbeca003b8bc0b7d78f68d5697f51a144a488; 50068fbea4d1cafcf4c99873ab272c701c08dfcb; 2d7d78b95c48b09359fd86ab0108328d69101719,14,0.25,0.0526,0.1053,5.41
b800_hybrid_freq,6,What techniques reduce factual hallucination in large language model outputs?,20,401,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 686d9ee744fa013cc21cdd86acd864c936e9e456; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 938908bc82d5c37b1df2c76d4fbdbdf2075e50de; 4288209eea487e03394cd52e6f5f72bc61dcad9d; 2d97083bc7973e8f7ea5a30941decb8c24e15153; f704d289a3a1075ded47e554f2dc08466dd64107; 37c0aaffc2435871009ce1a31a4c2fc982c519b7,12,0.3333,0.05,0.05,7.8
b800_hybrid_freq,7,"What deep learning and language model approaches are used for classifying, tagging, or organizing scientific text?",14,446,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 686d9ee744fa013cc21cdd86acd864c936e9e456; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 87078d95bee341a1767034d9432fb34937ecf65a; 958bb3831589246fe5b6b58cf99e3b65c58d027f; d6311085287a07fd0c9d38dd903974f1bfbdf942,10,0.0,0.0,0.0,7.2
b800_hybrid_freq,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,367,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 686d9ee744fa013cc21cdd86acd864c936e9e456; 87078d95bee341a1767034d9432fb34937ecf65a; 0333e9fabfd144baddc6895381df6863456c3822; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 938908bc82d5c37b1df2c76d4fbdbdf2075e50de; 56444b35418f75d7a400f421d62516a6539c48c4; 680824bef5d6f98d669c49246363f0894a678e3b,6,0.2,0.0833,0.0833,6.83
b800_hybrid_freq,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,372,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 56444b35418f75d7a400f421d62516a6539c48c4; 1cdbb922dcc977100e381a5debedb37994d27363; d6311085287a07fd0c9d38dd903974f1bfbdf942; 94034fd2ed4b6cf41113abb7adc9ae469313c958; 920cd8b25373358779fde44f90774533f26d782a; 40252c9440ca7450f5a15156d2116fc3981127f2,5,0.0,0.0,0.0714,7.09
b800_hybrid_freq,10,"How can AI systems assist in peer review, quality assessment, and research impact evaluation of scholarly work?",13,434,1d5d86c0ee4fab53fed4e8eaf4437ce32883f327; 0d71f55abe06761b3a44fd4b667f93d7287c602b; 7b654e072b2fa2103fd2631f70b4fcd88b48d972; 0c561f33ae15decbbe699b05e02e1299b8dea58b; b73695187fd89968150c894b036d0017e75c17d6; 2ee693e08a9409282c4aabeaa6cb267d352aa73b; 4288209eea487e03394cd52e6f5f72bc61dcad9d; 36ce12cadada7523bcce7edb4a704eba08baa520; d6311085287a07fd0c9d38dd903974f1bfbdf942; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9,7,0.0,0.0,0.0769,6.29
b800_hybrid_interleave,1,How do graph-based and multi-step retrieval methods enhance retrieval-augmented generation systems?,18,367,37c0aaffc2435871009ce1a31a4c2fc982c519b7; 627aa6280bfab5776ed3daac9102978d39581af6; 573721af3692834841c3e82303a3bfabb98423b9; c67a16f1b60bdd5c0c3fdc201e1d88721cb86ba1; db5adab6b866e14ef1216716f9cb3783f65f5042; d6311085287a07fd0c9d38dd903974f1bfbdf942; 2f014ed269c77bdf1286bb540278199fb45adea1; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; f2df1a1c2c157bf53233a6648deb5135746fec43; 2253c84f0d7422bbbec496893948e1e1297bcab2,9,0.3333,0.1111,0.1667,6.62
b800_hybrid_interleave,2,How are knowledge graphs constructed and applied to organize scholarly and scientific information?,19,412,5f60655778fd0e3cb849c719797585e0e97912a2; bd18b584546309feecdf3b74c07709e45984ea09; f135b8dd5661c7ad3cb558a5133aa2728393f620; dfbe1fcd18742d71d2807506120aab24485491c8; 428194865ce5732c3c53f548b3d56485e8c7f4eb; db5adab6b866e14ef1216716f9cb3783f65f5042; c4a9619d1a6c222764048ef30cf4d0c35606eb66; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; d331de3b6bebb0f9af1fddf1b730ec057a7026d4; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b,15,1.0,0.1579,0.2632,6.17
b800_hybrid_interleave,3,What methods are used for automated information extraction from scientific and biomedical text?,17,401,f2df1a1c2c157bf53233a6648deb5135746fec43; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 2f014ed269c77bdf1286bb540278199fb45adea1; b4076046f55b8005d82489728df5ea24ffcd0281; 97dc4d4620c2b2d12d6b07a4127f3fddcf126b94; 958bb3831589246fe5b6b58cf99e3b65c58d027f; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; db20f92811649ba8c03d3d5121da854df82473a0; 14644be339b0805aa8098a97f61fe2398cc770a9; 686d9ee744fa013cc21cdd86acd864c936e9e456,12,1.0,0.1765,0.2353,6.48
b800_hybrid_interleave,4,How can NLP tools support researchers in conducting systematic literature reviews and evidence synthesis?,17,386,3a61d2f9a7aa0d0c2bc4b979aac06f7a67863773; 5f60655778fd0e3cb849c719797585e0e97912a2; 9dd953b8e915d3c19bbd5584ad3769164d8f762a; 586aa6ddedea42042cacf92431eb568c346eeea7; 966662b18fc5c4a6e29a06f56975dbdd44ab63eb; 3a66e3a6fe1f9e1d95140f0c8fefc4ff964ba89d; 428194865ce5732c3c53f548b3d56485e8c7f4eb; 2d7d78b95c48b09359fd86ab0108328d69101719; d331de3b6bebb0f9af1fddf1b730ec057a7026d4; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b,8,0.5,0.0588,0.1765,4.87
b800_hybrid_interleave,5,What bibliometric and citation analysis methods reveal research trends and collaboration patterns?,19,412,3f04900ff0b01b2912625967407cc53188212893; 586aa6ddedea42042cacf92431eb568c346eeea7; 97dc4d4620c2b2d12d6b07a4127f3fddcf126b94; beabb3d31625fbbdba7e720d4d5baa6aac5d7b16; 2d7d78b95c48b09359fd86ab0108328d69101719; 34a1f2ba4f42fa61cf5f94bde851d325a0e52435; 5e04344703373e24772ef656354ee1d7078b9aae; f2df1a1c2c157bf53233a6648deb5135746fec43; db5adab6b866e14ef1216716f9cb3783f65f5042; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b,14,1.0,0.1579,0.2105,5.29
b800_hybrid_interleave,6,What techniques reduce factual hallucination in large language model outputs?,20,401,e8bfdea65560f1513c8218c4745eed0c380fbe92; 627aa6280bfab5776ed3daac9102978d39581af6; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; f2df1a1c2c157bf53233a6648deb5135746fec43; d6311085287a07fd0c9d38dd903974f1bfbdf942; db20f92811649ba8c03d3d5121da854df82473a0; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; 0bfa7c89253235d2822a3fd45dfcc9f2e7787984; 686d9ee744fa013cc21cdd86acd864c936e9e456; 1277221119f7d5e5695fe3eeb778140a26fbac28,12,0.0,0.0,0.05,6.68
b800_hybrid_interleave,7,"What deep learning and language model approaches are used for classifying, tagging, or organizing scientific text?",14,446,b5aa72becfb20fae00a15a8169e0a4d873cf6013; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 958bb3831589246fe5b6b58cf99e3b65c58d027f; d6311085287a07fd0c9d38dd903974f1bfbdf942; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; e663f431579bdde874795c4e0ae6b58249de695f; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 686d9ee744fa013cc21cdd86acd864c936e9e456,10,1.0,0.1429,0.2143,6.54
b800_hybrid_interleave,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,367,37c0aaffc2435871009ce1a31a4c2fc982c519b7; 52724f2baba8d7099fcb614878267958c2794b00; 958bb3831589246fe5b6b58cf99e3b65c58d027f; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 686d9ee744fa013cc21cdd86acd864c936e9e456; e8bfdea65560f1513c8218c4745eed0c380fbe92; 89ddc52b54c38c6ece03943bb268598452ccf999; f2df1a1c2c157bf53233a6648deb5135746fec43; b4076046f55b8005d82489728df5ea24ffcd0281; 627aa6280bfab5776ed3daac9102978d39581af6,6,0.25,0.0833,0.1667,6.9
b800_hybrid_interleave,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,372,d6311085287a07fd0c9d38dd903974f1bfbdf942; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 418080fd96670ff19d15b4cfa3badaa6aadc19fe; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; e663f431579bdde874795c4e0ae6b58249de695f; c919f252e1d23638ba6a420bc7d222d07bfabd38; 9f6ab10492aaf484c66e567bb7af78a60e54c984; b4076046f55b8005d82489728df5ea24ffcd0281; a7576cac39690df0f89ae1b123f4e1b5c90f5711,5,0.0,0.0,0.0,7.01
b800_hybrid_interleave,10,"How can AI systems assist in peer review, quality assessment, and research impact evaluation of scholarly work?",13,434,c919f252e1d23638ba6a420bc7d222d07bfabd38; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 36ce12cadada7523bcce7edb4a704eba08baa520; 9f3ae8055e227edb413c54417c9c216f1f554f52; 3b56e66904af5310728277eca4281062f1d66343; 550b13792eae8af534fc5744ada22762005e99a5; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; 0c561f33ae15decbbe699b05e02e1299b8dea58b; e23f86a3021bb728af4a2d7f70cccb50ff91f4eb,7,0.3333,0.1538,0.2308,5.98
metapath_hybrid_reranker,1,How do graph-based and multi-step retrieval methods enhance retrieval-augmented generation systems?,18,92,c67a16f1b60bdd5c0c3fdc201e1d88721cb86ba1; 573721af3692834841c3e82303a3bfabb98423b9; 627aa6280bfab5776ed3daac9102978d39581af6; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 680824bef5d6f98d669c49246363f0894a678e3b; d6311085287a07fd0c9d38dd903974f1bfbdf942; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 2253c84f0d7422bbbec496893948e1e1297bcab2; 4d515133e301691863dc81e5c73046b2eab0f3f7; db5adab6b866e14ef1216716f9cb3783f65f5042,4,1.0,0.1667,0.1667,27.18
metapath_hybrid_reranker,2,How are knowledge graphs constructed and applied to organize scholarly and scientific information?,19,87,dfbe1fcd18742d71d2807506120aab24485491c8; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; f135b8dd5661c7ad3cb558a5133aa2728393f620; db5adab6b866e14ef1216716f9cb3783f65f5042; 5f60655778fd0e3cb849c719797585e0e97912a2; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 2f014ed269c77bdf1286bb540278199fb45adea1; 573721af3692834841c3e82303a3bfabb98423b9; d331de3b6bebb0f9af1fddf1b730ec057a7026d4; bd18b584546309feecdf3b74c07709e45984ea09,7,1.0,0.2105,0.3684,22.07
metapath_hybrid_reranker,3,What methods are used for automated information extraction from scientific and biomedical text?,17,94,686d9ee744fa013cc21cdd86acd864c936e9e456; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; b4076046f55b8005d82489728df5ea24ffcd0281; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 14644be339b0805aa8098a97f61fe2398cc770a9; 0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; 958bb3831589246fe5b6b58cf99e3b65c58d027f; f2df1a1c2c157bf53233a6648deb5135746fec43,5,1.0,0.1765,0.2353,21.34
metapath_hybrid_reranker,4,How can NLP tools support researchers in conducting systematic literature reviews and evidence synthesis?,17,107,3a66e3a6fe1f9e1d95140f0c8fefc4ff964ba89d; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 966662b18fc5c4a6e29a06f56975dbdd44ab63eb; 5f60655778fd0e3cb849c719797585e0e97912a2; a997d6e253f08a3e589432c611d6d2a3097d7629; e11c67919830bb0a29a86b05936d467227accc81; 3a61d2f9a7aa0d0c2bc4b979aac06f7a67863773; 2d7d78b95c48b09359fd86ab0108328d69101719; 586aa6ddedea42042cacf92431eb568c346eeea7; d331de3b6bebb0f9af1fddf1b730ec057a7026d4,3,0.5,0.1176,0.1765,20.82
metapath_hybrid_reranker,5,What bibliometric and citation analysis methods reveal research trends and collaboration patterns?,19,114,586aa6ddedea42042cacf92431eb568c346eeea7; 3f04900ff0b01b2912625967407cc53188212893; beabb3d31625fbbdba7e720d4d5baa6aac5d7b16; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; e11c67919830bb0a29a86b05936d467227accc81; 5e04344703373e24772ef656354ee1d7078b9aae; 1277221119f7d5e5695fe3eeb778140a26fbac28; a997d6e253f08a3e589432c611d6d2a3097d7629; 38fe0464af2ccc8db9ca3edc6ba1421931f645b2; 14644be339b0805aa8098a97f61fe2398cc770a9,8,1.0,0.2105,0.3158,20.78
metapath_hybrid_reranker,6,What techniques reduce factual hallucination in large language model outputs?,20,86,b9942b39912e0f37068e8ca2e5494cd22c4a9f9c; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 347604483bf70b1863dc5dd4f21fe7abe6da5abc; 686d9ee744fa013cc21cdd86acd864c936e9e456; 627aa6280bfab5776ed3daac9102978d39581af6; a9706a5ecec87831d625cdc0b8d856e12ce28429; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; db20f92811649ba8c03d3d5121da854df82473a0; e8bfdea65560f1513c8218c4745eed0c380fbe92; 45c008f1fa5b7438ad387e13931fd281a3207f2a,4,1.0,0.15,0.2,19.04
metapath_hybrid_reranker,7,"What deep learning and language model approaches are used for classifying, tagging, or organizing scientific text?",14,83,a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 958bb3831589246fe5b6b58cf99e3b65c58d027f; b5aa72becfb20fae00a15a8169e0a4d873cf6013; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; d6311085287a07fd0c9d38dd903974f1bfbdf942; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; aee3dd493678b3a16750bee1a2c9553567aec29e; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553,3,1.0,0.2143,0.2143,20.46
metapath_hybrid_reranker,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,81,a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 87078d95bee341a1767034d9432fb34937ecf65a; 0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; b4076046f55b8005d82489728df5ea24ffcd0281; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 686d9ee744fa013cc21cdd86acd864c936e9e456; 89ddc52b54c38c6ece03943bb268598452ccf999; e8bfdea65560f1513c8218c4745eed0c380fbe92; 958bb3831589246fe5b6b58cf99e3b65c58d027f; f2df1a1c2c157bf53233a6648deb5135746fec43,4,1.0,0.3333,0.3333,18.58
metapath_hybrid_reranker,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,79,3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; 418080fd96670ff19d15b4cfa3badaa6aadc19fe; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; d6311085287a07fd0c9d38dd903974f1bfbdf942; e663f431579bdde874795c4e0ae6b58249de695f; 9f6ab10492aaf484c66e567bb7af78a60e54c984; c919f252e1d23638ba6a420bc7d222d07bfabd38; aee3dd493678b3a16750bee1a2c9553567aec29e,0,0.0,0.0,0.0,21.98
metapath_hybrid_reranker,10,"How can AI systems assist in peer review, quality assessment, and research impact evaluation of scholarly work?",13,95,36ce12cadada7523bcce7edb4a704eba08baa520; 9f3ae8055e227edb413c54417c9c216f1f554f52; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; c919f252e1d23638ba6a420bc7d222d07bfabd38; 9f5e2491549744b43b4f8920ce7e3e875ea79872; aee3dd493678b3a16750bee1a2c9553567aec29e; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 2ee693e08a9409282c4aabeaa6cb267d352aa73b,3,1.0,0.2308,0.2308,20.7
metapath_hybrid_freq,1,How do graph-based and multi-step retrieval methods enhance retrieval-augmented generation systems?,18,92,0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; 4d515133e301691863dc81e5c73046b2eab0f3f7; 4288209eea487e03394cd52e6f5f72bc61dcad9d; aee3dd493678b3a16750bee1a2c9553567aec29e; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 627aa6280bfab5776ed3daac9102978d39581af6; 573721af3692834841c3e82303a3bfabb98423b9; c67a16f1b60bdd5c0c3fdc201e1d88721cb86ba1; db5adab6b866e14ef1216716f9cb3783f65f5042; d6311085287a07fd0c9d38dd903974f1bfbdf942,4,0.3333,0.0556,0.1667,19.47
metapath_hybrid_freq,2,How are knowledge graphs constructed and applied to organize scholarly and scientific information?,19,87,5f60655778fd0e3cb849c719797585e0e97912a2; bd18b584546309feecdf3b74c07709e45984ea09; f135b8dd5661c7ad3cb558a5133aa2728393f620; dfbe1fcd18742d71d2807506120aab24485491c8; 428194865ce5732c3c53f548b3d56485e8c7f4eb; db5adab6b866e14ef1216716f9cb3783f65f5042; c4a9619d1a6c222764048ef30cf4d0c35606eb66; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; d331de3b6bebb0f9af1fddf1b730ec057a7026d4; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b,7,1.0,0.1579,0.2632,20.07
metapath_hybrid_freq,3,What methods are used for automated information extraction from scientific and biomedical text?,17,94,4d515133e301691863dc81e5c73046b2eab0f3f7; 0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; 615fdae376617e47cd717ad6e06460f0580f3f7c; a9706a5ecec87831d625cdc0b8d856e12ce28429; f2df1a1c2c157bf53233a6648deb5135746fec43; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 2f014ed269c77bdf1286bb540278199fb45adea1; b4076046f55b8005d82489728df5ea24ffcd0281; 97dc4d4620c2b2d12d6b07a4127f3fddcf126b94; 958bb3831589246fe5b6b58cf99e3b65c58d027f,5,0.2,0.0588,0.1765,19.89
metapath_hybrid_freq,4,How can NLP tools support researchers in conducting systematic literature reviews and evidence synthesis?,17,107,b89d63e071b52e151d7ffcd94a7db6266c6d096c; e11c67919830bb0a29a86b05936d467227accc81; 3a61d2f9a7aa0d0c2bc4b979aac06f7a67863773; 5f60655778fd0e3cb849c719797585e0e97912a2; 9dd953b8e915d3c19bbd5584ad3769164d8f762a; 586aa6ddedea42042cacf92431eb568c346eeea7; 966662b18fc5c4a6e29a06f56975dbdd44ab63eb; 3a66e3a6fe1f9e1d95140f0c8fefc4ff964ba89d; 428194865ce5732c3c53f548b3d56485e8c7f4eb; 2d7d78b95c48b09359fd86ab0108328d69101719,3,0.25,0.0588,0.1176,19.68
metapath_hybrid_freq,5,What bibliometric and citation analysis methods reveal research trends and collaboration patterns?,19,114,38fe0464af2ccc8db9ca3edc6ba1421931f645b2; 756aa33068209bcf6cdacbc9e1726c18400a9878; de42d49a5d3414091883ee5809595f64d2caf703; e11c67919830bb0a29a86b05936d467227accc81; 2ee693e08a9409282c4aabeaa6cb267d352aa73b; 3f04900ff0b01b2912625967407cc53188212893; 586aa6ddedea42042cacf92431eb568c346eeea7; 97dc4d4620c2b2d12d6b07a4127f3fddcf126b94; beabb3d31625fbbdba7e720d4d5baa6aac5d7b16; 2d7d78b95c48b09359fd86ab0108328d69101719,8,1.0,0.1053,0.2632,19.01
metapath_hybrid_freq,6,What techniques reduce factual hallucination in large language model outputs?,20,86,0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; a9706a5ecec87831d625cdc0b8d856e12ce28429; 615fdae376617e47cd717ad6e06460f0580f3f7c; e8bfdea65560f1513c8218c4745eed0c380fbe92; 627aa6280bfab5776ed3daac9102978d39581af6; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; f2df1a1c2c157bf53233a6648deb5135746fec43; d6311085287a07fd0c9d38dd903974f1bfbdf942; db20f92811649ba8c03d3d5121da854df82473a0; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0,4,0.0,0.0,0.05,17.39
metapath_hybrid_freq,7,"What deep learning and language model approaches are used for classifying, tagging, or organizing scientific text?",14,83,3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; aee3dd493678b3a16750bee1a2c9553567aec29e; b5aa72becfb20fae00a15a8169e0a4d873cf6013; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 958bb3831589246fe5b6b58cf99e3b65c58d027f; d6311085287a07fd0c9d38dd903974f1bfbdf942; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; e663f431579bdde874795c4e0ae6b58249de695f,3,0.3333,0.0714,0.2143,19.47
metapath_hybrid_freq,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,81,87078d95bee341a1767034d9432fb34937ecf65a; a9706a5ecec87831d625cdc0b8d856e12ce28429; 0a3cc69ff70588648d2a3e097e07a7fd95d78ae0; 615fdae376617e47cd717ad6e06460f0580f3f7c; 69854b567010e997c2693c02432d982c7d0fbcd4; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 52724f2baba8d7099fcb614878267958c2794b00; 958bb3831589246fe5b6b58cf99e3b65c58d027f; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 686d9ee744fa013cc21cdd86acd864c936e9e456,4,1.0,0.1667,0.25,16.96
metapath_hybrid_freq,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,79,3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; aee3dd493678b3a16750bee1a2c9553567aec29e; d6311085287a07fd0c9d38dd903974f1bfbdf942; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 418080fd96670ff19d15b4cfa3badaa6aadc19fe; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; e663f431579bdde874795c4e0ae6b58249de695f; c919f252e1d23638ba6a420bc7d222d07bfabd38; 9f6ab10492aaf484c66e567bb7af78a60e54c984,0,0.0,0.0,0.0,20.57
